,GradCAM,GradCAMPP,Saliency,DeconvNet,GradientInput,GuidedBackprop,IntegratedGradients,SmoothGrad,SquareGrad,VarGrad,KernelShap,Lime,Occlusion,Rise
RE,13.918727238972982,13.731482823689777,13.864781061808268,43.03622881571452,41.75834655761719,41.30362510681152,41.23764991760254,42.249930699666336,43.022260665893555,42.60867118835449,13.892072041829428,14.065876007080078,15.10318120320638,14.117511113484701
EBPG,0.35896937052408856,0.28025945027669275,0.38666725158691406,0.6389045715332031,0.5727481842041016,0.7721233367919922,0.6400108337402344,0.6391398111979167,0.7467905680338542,0.7858498891194661,0.31939506530761724,0.3594970703125,0.42633692423502606,0.3600311279296875
RRA,0.4658730824788411,0.6397215525309246,0.6389458974202474,1.7047500610351562,1.6397158304850261,1.7180347442626953,1.7574246724446614,1.7564519246419272,1.757955551147461,1.6518370310465496,0.5732027689615886,0.6387805938720703,0.7991154988606771,0.6797409057617188
soft_PR_abs,0.3592999776204427,0.3190485636393229,0.2932262420654297,0.8914883931477865,0.9862486521402994,0.9852027893066406,0.9725983937581381,0.8247470855712891,0.892327626546224,0.7464249928792317,0.3186257680257162,0.29333750406901044,0.43946266174316406,0.38677215576171875
soft_RE_abs,0.3596146901448568,0.5592886606852214,0.4256884256998698,0.9330844879150391,0.8518664042154949,1.131153106689453,0.9715874989827474,1.0663668314615884,1.0660394032796225,1.1711438496907554,0.5064201354980469,0.3600406646728516,0.5451774597167969,0.39881388346354163
soft_F1_abs,0.5463282267252605,0.5327987670898438,0.4660860697428385,1.1723931630452475,1.4909712473551433,1.2792682647705078,1.2257162729899087,1.2119865417480469,1.1852995554606118,1.1450608571370444,0.4667091369628906,0.5461120605468749,0.6527042388916016,0.5335903167724609
soft_PR_pos,0.45292536417643225,0.360260009765625,0.35981496175130206,0.9324518839518229,0.9715843200683594,0.6390317281087239,0.8915011088053386,0.7865651448567709,0.8914947509765625,0.8927599589029949,0.35941759745279944,0.35984992980957026,0.3328736623128255,0.4926935831705729
soft_RE_pos,0.4262224833170573,0.4660256703694661,0.4651387532552083,0.9982967376708984,1.038964589436849,1.0783068339029946,0.999743143717448,1.1719989776611326,1.1055405934651694,1.0385354359944663,0.360101064046224,0.5316670735677083,0.5726178487141926,0.49317042032877606
soft_F1_pos,0.5327574412027996,0.5328687032063802,0.5998643239339192,1.4118353525797527,1.1455567677815757,1.2389596303304038,1.2383492787679036,1.2655162811279297,1.3184324900309246,1.3442420959472658,0.5328051249186199,0.4660479227701823,0.6663513183593749,0.505825678507487
soft_PR_neg,0.3592491149902344,0.359954833984375,0.2800750732421875,0.9051799774169922,0.9318987528483073,0.7856051127115886,0.7851346333821615,0.9578577677408855,0.9849007924397786,0.9056345621744791,0.4258950551350911,0.34636815388997394,0.4268360137939453,0.36016464233398443
soft_RE_neg,0.5319913228352864,0.31947771708170575,0.5055745442708333,1.0791556040445962,0.9323724110921224,1.1051050821940105,1.0130151112874348,0.9592088063557942,1.1718177795410156,1.0928153991699219,0.49231847127278644,0.49284299214680993,0.5731296539306642,0.4927380879720052
soft_F1_neg,0.39952596028645837,0.43942133585611975,0.39922078450520837,1.384312311808268,1.3588651021321614,1.371342341105143,1.410655975341797,1.199789047241211,1.277306874593099,1.2517070770263672,0.5993366241455078,0.5326493581136067,0.6918748219807942,0.5587800343831381
_soft_PR_abs,0.2129395802815755,0.21274566650390625,0.14698346455891928,0.5464394887288412,0.7050768534342449,0.6390762329101562,0.586229960123698,0.5333741505940754,0.6789525349934895,0.639346440633138,0.14627774556477866,0.14638900756835938,0.3717962900797526,0.25290807088216144
_soft_RE_abs,0.2143700917561849,0.33267339070638025,0.21270751953125,0.8248869578043619,0.6396738688151042,0.720675786336263,0.7329845428466797,0.8516279856363932,0.8251412709554036,0.6787904103597004,0.21220842997233075,0.21262168884277344,0.3862412770589193,0.3199068705240885
_soft_F1_abs,0.35878499348958337,0.31799634297688806,0.2786032358805338,0.9323247273763021,0.9580612182617188,0.8640829722086588,0.8526261647542317,0.8259550730387369,0.9982458750406901,0.9587478637695312,0.35974184672037757,0.3211752573649089,0.4657427469889323,0.2524630228678385
_soft_PR_pos,0.39974212646484375,0.31867663065592444,0.34584681193033856,0.6533209482828776,0.7053089141845703,0.7455921173095703,0.7595348358154298,0.6775442759195963,0.5733807881673176,0.6791528065999349,0.1467259724934896,0.2786095937093099,0.39924303690592444,0.21274566650390625
_soft_RE_pos,0.10666847229003906,0.18605550130208334,0.21257400512695312,0.6643009185791016,0.599199930826823,0.6393941243489583,0.7448450724283854,0.6391048431396484,0.7850329081217448,0.6792259216308595,0.2791595458984375,0.31975110371907556,0.29300689697265625,0.2135308583577474
_soft_F1_pos,0.35929361979166663,0.2525615692138672,0.2922407786051432,0.8523464202880859,0.7194677988688152,0.9042199452718099,0.7195854187011719,0.9591960906982422,0.8919048309326172,0.8919970194498699,0.3591664632161458,0.35854339599609375,0.37301063537597656,0.3853321075439453
_soft_PR_neg,0.14571189880371094,0.2528635660807292,0.1730060577392578,0.6122271219889324,0.5723412831624348,0.6771310170491537,0.6672032674153645,0.6516011555989583,0.5063947041829427,0.5464712778727214,0.3196938832600911,0.2782917022705078,0.29239018758138025,0.3192774454752604
_soft_RE_neg,0.21292368570963544,0.2800210316975911,0.21358172098795572,0.7736396789550781,0.43923695882161456,0.745862325032552,0.5055491129557292,0.5729834238688151,0.7061990102132162,0.6398296356201172,0.14627456665039062,0.2796681722005208,0.35942077636718744,0.21239598592122394
_soft_F1_neg,0.38516998291015625,0.4254372914632161,0.31899452209472656,0.6125418345133464,0.7462024688720703,0.8245309193929037,0.8121776580810547,0.9579817454020182,0.8784866333007812,0.7192103068033855,0.3591187795003255,0.2790673573811849,0.4256852467854818,0.252841313680013
Atten_C,0.3588040669759115,0.2521451314290365,0.31982421874999994,0.85235595703125,1.0244051615397134,0.9715493520100911,0.998827616373698,0.7845115661621093,0.9589449564615886,0.8526579538981119,0.3192965189615885,0.33293088277180993,0.3991889953613281,0.3594430287679036
Atten_NC,0.2663358052571615,0.280300776163737,0.35927454630533856,0.8903980255126953,0.6522591908772786,0.745404561360677,0.8779970804850261,0.7468795776367188,0.6386407216389973,0.6929334004720052,0.3594970703125,0.3868675231933594,0.3995990753173828,0.36010424296061194
cpa!=,1.0264555613199868,1.4380741119384766,1.0657469431559246,3.8626448313395185,4.116271336873373,4.048557281494141,4.169098536173502,4.301786422729491,4.808422724405925,4.515190124511719,1.0800139109293618,1.038783391316732,1.5049076080322266,1.1983076731363933
cpl!=,0.6385103861490885,0.4786459604899089,0.465246836344401,1.7705599466959636,1.451711654663086,1.3849798838297525,1.4383347829182944,1.4254379272460938,1.7964204152425132,1.437177658081055,0.6377506256103516,0.5724398295084636,0.878149668375651,0.5988438924153646
cor!=,1.7444737752278645,1.6777610778808594,1.8110974629720054,6.285432179768881,5.646629333496094,5.660820007324219,5.659859975179036,6.244370142618815,6.458733876546224,6.140677134195963,1.5984884897867837,1.7972469329833984,2.277650833129883,1.9311682383219402
cpa>,0.9990342458089192,0.9324232737223307,0.9184869130452473,3.9951642354329424,3.688220977783203,3.796227773030599,3.5951614379882812,3.756103515625,4.008563359578451,4.061565399169922,1.1327330271402993,1.1051527659098306,1.519174575805664,0.9325154622395834
cpl>,0.6392192840576172,0.3995641072591146,0.466152826944987,1.253217061360677,1.252123514811198,1.2373320261637368,1.3186772664388022,1.1982345581054688,1.252288818359375,1.1324469248453775,0.5051581064860027,0.7727877298990885,0.7983144124348958,0.46578407287597656
cor>,1.5321954091389975,1.4381949106852212,1.57257080078125,5.262082417805989,4.941507975260417,4.901825586954752,4.740365346272787,5.167980194091797,5.326267878214518,5.1281388600667315,1.7447789510091147,1.717844009399414,2.1457290649414062,1.6103680928548176
cpa<,1.0505104064941406,0.9581565856933594,1.0651143391927083,3.756427764892578,3.1153710683186846,3.4488391876220703,3.6624304453531904,3.7020270029703775,3.2487646738688154,3.2897726694742837,1.1724026997884114,1.1334673563639321,1.1982377370198567,0.9984556833902996
cpl<,0.6518236796061199,0.46591758728027344,0.5977280934651692,1.1318556467692056,1.0789394378662112,1.10508918762207,1.2379582722981772,1.3455931345621743,1.19752566019694,1.2370872497558592,0.7051277160644531,0.6239509582519531,0.6787776947021485,0.6255435943603516
cor<,1.704708735148112,1.5710989634195962,1.3581657409667969,4.9142710367838545,4.70054308573405,4.740959803263347,4.954414367675781,5.447085698445639,5.020354588826498,4.875078201293945,1.5972455342610679,1.5315914154052734,1.9298076629638672,1.425771713256836
cor_nosign,1.6912492116292317,1.9183508555094402,1.43885612487793,5.115381876627604,4.754517873128256,4.661604563395182,5.354951222737631,5.727450052897136,5.780007044474283,5.1545365651448565,1.7836348215738933,1.6659927368164062,1.998144785563151,1.5975443522135415
cor_sign,3.196147282918294,2.970590591430664,2.6768430074055987,9.00233268737793,8.750448226928711,8.896700541178387,9.004027048746744,10.014540354410808,10.18906275431315,9.590524037679037,3.315553665161133,2.9163424173990884,3.5404936472574873,2.9163265228271484
